shipment_id,order_id,carrier,ship_mode,origin_country,destination_country,dispatch_date,estimated_arrival,actual_arrival,freight_cost,weight_kg,delivery_status,delay_days
SHIP03515,ORD04602,FedEx,Sea,China,Singapore,2023-07-02,2023-08-10,2023-09-01,765.26,703.12,Delayed,22.0
SHIP03516,ORD04745,FedEx,Sea,India,Canada,2024-09-21,2024-10-24,,414.07,318.74,In Transit,
SHIP03517,ORD02183,DHL,Sea,China,UAE,2024-10-07,2024-10-29,2024-10-29,578.51,500.61,Delivered,0.0
SHIP03518,ORD03802,DB Schenker,Air,China,Germany,2025-01-06,2025-01-13,2025-01-24,11412.13,1634.45,Delivered,11.0
SHIP03519,ORD01644,DHL,Sea,China,Canada,2024-06-17,2024-07-27,,699.05,759.22,In Transit,
SHIP03520,ORD03598,FedEx,Sea,China,Japan,2022-09-05,2022-10-08,,590.3,533.08,In Transit,
SHIP03521,ORD04451,DHL,Sea,India,Japan,2024-01-27,2024-02-13,2024-02-21,197.25,56.03,Delivered,8.0
SHIP03522,ORD02339,Nippon Express,Sea,Vietnam,UK,2022-07-01,2022-07-30,2022-07-30,180.35,38.36,Delivered,0.0
SHIP03523,ORD02239,FedEx,Sea,India,Thailand,2022-03-21,2022-04-16,,288.74,162.21,In Transit,
SHIP03524,ORD02579,Nippon Express,Sea,India,Japan,2023-09-10,2023-10-09,2023-10-09,162.93,15.65,Delivered,0.0
SHIP03525,ORD02363,Blue Dart,Air,China,Japan,2022-08-16,2022-08-19,2022-08-19,2317.46,334.92,Delivered,0.0
SHIP03526,ORD03392,Blue Dart,Sea,India,Singapore,2022-10-08,2022-10-31,2022-10-31,187.83,48.17,Delivered,0.0
SHIP03527,ORD02753,Blue Dart,Road,China,Thailand,2022-02-08,2022-02-13,2022-02-13,1050.87,426.73,Delivered,0.0
SHIP03528,ORD02065,DB Schenker,Air,Malaysia,Netherlands,2022-07-17,2022-07-21,2022-07-24,1888.89,288.35,Delayed,3.0
SHIP03529,ORD00914,Nippon Express,Air,India,UAE,2024-04-07,2024-04-12,,5368.72,878.84,In Transit,
SHIP03530,ORD04504,DHL,Sea,Malaysia,Mexico,2023-03-26,2023-04-20,2023-04-20,606.81,593.05,Delivered,0.0
SHIP03531,ORD00231,Blue Dart,Sea,India,UK,2022-09-09,2022-10-18,2022-10-21,300.2,191.53,Delivered,3.0
SHIP03532,ORD03204,DB Schenker,Sea,India,Netherlands,2024-12-13,2025-01-25,2025-02-02,618.81,557.84,Delayed,8.0
SHIP03533,ORD00087,Maersk,Road,Vietnam,Singapore,2024-01-29,2024-02-07,2024-02-11,44.97,2.46,Delayed,4.0
SHIP03534,ORD04605,Blue Dart,Sea,Malaysia,India,2024-11-18,2024-12-26,2024-12-26,207.21,69.31,Delivered,0.0
SHIP03535,ORD00789,DB Schenker,Road,Malaysia,Singapore,2024-02-16,2024-02-19,2024-02-26,1495.32,659.9,Delivered,7.0
SHIP03536,ORD04095,Blue Dart,Sea,Vietnam,Australia,2024-10-20,2024-12-01,,2158.71,2606.58,In Transit,
SHIP03537,ORD00667,Maersk,Sea,Vietnam,Australia,2022-01-15,2022-02-10,2022-02-10,280.04,166.04,Delivered,0.0
SHIP03538,ORD00123,Maersk,Air,India,Japan,2022-12-30,2023-01-03,2023-01-03,143.26,12.32,Delivered,0.0
SHIP03539,ORD04544,Blue Dart,Sea,China,Indonesia,2023-03-04,2023-04-16,2023-04-22,1605.13,1782.8,Delivered,6.0
SHIP03540,ORD03620,DB Schenker,Sea,Vietnam,Japan,2023-05-27,2023-06-18,2023-06-18,1331.55,1615.42,Delivered,0.0
SHIP03541,ORD00062,Maersk,Sea,Malaysia,Saudi Arabia,2022-01-16,2022-02-15,2022-02-15,1137.53,1341.96,Delivered,0.0
SHIP03542,ORD02479,Nippon Express,Air,Vietnam,South Korea,2023-10-19,2023-10-24,2023-10-30,6585.23,964.7,Delivered,6.0
SHIP03543,ORD03394,Blue Dart,Sea,Vietnam,Thailand,2023-02-15,2023-03-24,2023-03-26,491.92,397.23,Delivered,2.0
SHIP03544,ORD04393,Nippon Express,Sea,China,Australia,2024-09-01,2024-09-22,2024-09-22,240.04,120.74,Delivered,0.0
SHIP03545,ORD00218,DB Schenker,Sea,Vietnam,Canada,2023-05-13,2023-06-20,2023-06-20,3561.23,4184.33,Delivered,0.0
SHIP03546,ORD03501,Maersk,Road,Malaysia,Singapore,2024-04-19,2024-04-29,2024-05-03,5405.54,2591.23,Delivered,4.0
SHIP03547,ORD00079,DHL,Air,Malaysia,Germany,2024-02-25,2024-03-03,2024-03-16,5984.61,830.96,Delayed,13.0
SHIP03548,ORD02813,DB Schenker,Air,Vietnam,Thailand,2024-01-02,2024-01-05,2024-01-06,4926.13,729.92,Delivered,1.0
SHIP03549,ORD00536,Maersk,Sea,China,Thailand,2024-02-11,2024-03-21,2024-03-21,1631.56,1741.63,Delivered,0.0
SHIP03550,ORD00403,Blue Dart,Air,China,Germany,2023-12-21,2023-12-26,,3897.56,616.31,In Transit,
SHIP03551,ORD01735,Maersk,Air,China,UK,2023-03-11,2023-03-16,2023-03-16,7696.17,1214.04,Delivered,0.0
SHIP03552,ORD01520,Blue Dart,Sea,China,UAE,2023-01-01,2023-01-27,2023-02-10,161.97,16.1,Delivered,14.0
SHIP03553,ORD00094,Maersk,Air,Vietnam,India,2022-06-02,2022-06-05,2022-06-05,17711.85,2621.52,Delivered,0.0
SHIP03554,ORD00192,DHL,Sea,India,Indonesia,2023-07-26,2023-08-31,2023-09-07,216.88,76.26,Delivered,7.0
SHIP03555,ORD03755,Nippon Express,Sea,India,USA,2022-04-01,2022-05-10,2022-05-10,950.48,1002.51,Delivered,0.0
SHIP03556,ORD03511,FedEx,Air,Vietnam,Mexico,2023-10-23,2023-10-29,2023-10-29,9358.75,1556.18,Delivered,0.0
SHIP03557,ORD04046,Blue Dart,Sea,Vietnam,Italy,2023-11-24,2024-01-08,2024-01-24,1439.01,1785.03,Delayed,16.0
SHIP03558,ORD02491,DHL,Sea,India,Australia,2023-01-07,2023-01-31,2023-01-31,1561.05,1693.22,Delivered,0.0
SHIP03559,ORD03120,FedEx,Air,India,Germany,2023-08-04,2023-08-08,2023-08-08,2932.38,472.2,Delivered,0.0
SHIP03560,ORD04398,Blue Dart,Sea,Vietnam,Canada,2024-09-20,2024-10-08,2024-10-09,1291.13,1312.41,Delivered,1.0
SHIP03561,ORD03637,Nippon Express,Air,China,UAE,2024-01-09,2024-01-12,2024-02-03,2614.42,375.41,Delayed,22.0
SHIP03562,ORD04884,Maersk,Sea,China,USA,2023-09-01,2023-09-24,2023-10-20,238.68,118.25,Delayed,26.0
SHIP03563,ORD01242,FedEx,Sea,Malaysia,Thailand,2022-09-01,2022-10-07,2022-10-07,222.05,83.35,Delivered,0.0
SHIP03564,ORD00486,FedEx,Road,Vietnam,India,2023-01-18,2023-01-27,2023-01-28,3426.93,1630.36,Delayed,1.0
SHIP03565,ORD02000,Blue Dart,Sea,India,Thailand,2022-04-20,2022-05-27,2022-05-27,2075.26,2205.69,Delivered,0.0
SHIP03566,ORD01443,DHL,Sea,China,Netherlands,2022-07-04,2022-07-20,2022-07-20,166.63,21.71,Delivered,0.0
SHIP03567,ORD02696,Nippon Express,Air,India,Saudi Arabia,2022-02-18,2022-02-23,2022-02-25,14913.88,2470.4,Delivered,2.0
SHIP03568,ORD01986,DB Schenker,Air,Malaysia,Canada,2023-12-03,2023-12-08,2023-12-08,4319.74,646.16,Delivered,0.0
SHIP03569,ORD04636,Blue Dart,Air,Vietnam,Netherlands,2024-01-18,2024-01-24,2024-01-24,6286.52,940.0,Delivered,0.0
SHIP03570,ORD04112,FedEx,Road,China,India,2023-05-12,2023-05-17,,466.72,189.11,In Transit,
SHIP03571,ORD02507,DHL,Sea,India,India,2022-03-12,2022-04-05,,468.32,416.96,In Transit,
SHIP03572,ORD02033,Maersk,Sea,China,Thailand,2022-01-17,2022-03-01,2022-03-13,2603.84,3148.34,Delayed,12.0
SHIP03573,ORD04416,Nippon Express,Sea,Malaysia,Netherlands,2022-04-19,2022-05-31,2022-05-31,1235.9,1235.86,Delivered,0.0
SHIP03574,ORD02469,Maersk,Air,India,UK,2024-11-17,2024-11-20,2024-11-28,5252.34,815.23,Delivered,8.0
SHIP03575,ORD01148,Maersk,Sea,Malaysia,France,2023-06-01,2023-06-23,2023-06-23,339.43,257.27,Delivered,0.0
SHIP03576,ORD02593,DB Schenker,Air,Vietnam,Netherlands,2022-10-22,2022-10-29,2022-10-29,3615.43,555.18,Delivered,0.0
SHIP03577,ORD01826,FedEx,Sea,Malaysia,France,2023-03-25,2023-04-10,2023-04-10,2679.25,3370.14,Delivered,0.0
SHIP03578,ORD04749,DB Schenker,Sea,India,South Korea,2022-09-21,2022-10-20,,213.01,84.71,In Transit,
SHIP03579,ORD04075,DHL,Air,India,Thailand,2023-09-10,2023-09-13,2023-09-13,13491.38,2116.11,Delivered,0.0
SHIP03580,ORD02832,DB Schenker,Air,Vietnam,Japan,2022-02-22,2022-02-27,2022-02-27,13763.64,2176.21,Delivered,0.0
SHIP03581,ORD03876,DHL,Sea,India,Saudi Arabia,2024-09-13,2024-10-21,2024-10-30,1323.05,1588.04,Delayed,9.0
SHIP03582,ORD01749,FedEx,Air,Malaysia,UK,2023-01-18,2023-01-24,2023-01-24,2430.86,403.76,Delivered,0.0
SHIP03583,ORD04647,FedEx,Air,Malaysia,UAE,2022-01-26,2022-01-31,2022-02-12,6015.33,892.46,Delivered,12.0
SHIP03584,ORD03191,DB Schenker,Air,India,UAE,2023-05-28,2023-06-03,2023-06-13,82.18,3.6,Delivered,10.0
SHIP03585,ORD00437,Maersk,Sea,Vietnam,Germany,2024-06-26,2024-07-12,,444.72,343.88,Lost,
SHIP03586,ORD04882,DB Schenker,Air,China,Japan,2022-04-07,2022-04-11,2022-04-27,262.57,32.4,Delayed,16.0
SHIP03587,ORD01577,Nippon Express,Sea,Malaysia,Canada,2024-10-19,2024-11-19,2024-11-19,3175.67,3748.32,Delivered,0.0
SHIP03588,ORD01513,FedEx,Air,China,UK,2024-08-08,2024-08-14,2024-08-14,13152.09,2133.03,Delivered,0.0
SHIP03589,ORD04203,Nippon Express,Sea,Malaysia,Australia,2023-10-28,2023-11-24,2023-12-04,162.28,16.38,Delivered,10.0
SHIP03590,ORD01764,Nippon Express,Sea,Vietnam,Germany,2023-11-24,2023-12-19,2023-12-19,365.4,247.26,Delivered,0.0
SHIP03591,ORD03108,Nippon Express,Sea,China,Netherlands,2023-03-22,2023-04-25,2023-04-30,167.54,21.17,Delivered,5.0
SHIP03592,ORD00503,Maersk,Air,Vietnam,Italy,2024-05-08,2024-05-15,2024-05-15,8886.02,1245.82,Delivered,0.0
SHIP03593,ORD00945,Blue Dart,Air,China,Mexico,2023-03-15,2023-03-20,2023-03-20,12936.44,2107.4,Delivered,0.0
SHIP03594,ORD02245,FedEx,Sea,China,Japan,2022-04-08,2022-05-16,2022-05-17,655.8,602.28,Delayed,1.0
SHIP03595,ORD00324,FedEx,Sea,India,Canada,2024-08-03,2024-08-27,2024-09-01,1468.85,1745.05,Delayed,5.0
SHIP03596,ORD01953,Blue Dart,Sea,China,UAE,2024-04-09,2024-04-25,2024-04-26,1949.56,2142.67,Delivered,1.0
SHIP03597,ORD04665,FedEx,Air,India,USA,2023-07-28,2023-07-31,,2975.49,420.72,In Transit,
SHIP03598,ORD02371,Blue Dart,Sea,India,Netherlands,2024-09-17,2024-11-01,,178.9,38.32,Lost,
SHIP03599,ORD02504,Blue Dart,Sea,China,Japan,2023-02-27,2023-04-06,2023-04-26,7335.84,9228.2,Delayed,20.0
SHIP03600,ORD02583,DB Schenker,Air,India,Saudi Arabia,2023-01-20,2023-01-24,2023-01-24,39789.04,5985.87,Delivered,0.0
SHIP03601,ORD00283,DHL,Rail,Vietnam,Singapore,2022-12-21,2023-01-06,2023-01-06,2520.25,1503.39,Delivered,0.0
SHIP03602,ORD00418,FedEx,Sea,China,Canada,2022-04-17,2022-05-19,,293.74,198.43,In Transit,
SHIP03603,ORD04857,Maersk,Sea,Vietnam,India,2023-06-01,2023-06-19,,4260.95,5079.57,In Transit,
SHIP03604,ORD04289,Maersk,Sea,Vietnam,South Korea,2023-07-29,2023-08-29,2023-08-29,1009.89,1158.94,Delivered,0.0
SHIP03605,ORD04617,DHL,Sea,Vietnam,India,2022-07-09,2022-08-12,2022-08-12,159.38,11.91,Delivered,0.0
SHIP03606,ORD02412,DB Schenker,Air,China,Japan,2024-04-19,2024-04-26,,27189.4,4145.54,In Transit,
SHIP03607,ORD00537,Maersk,Sea,China,UK,2022-10-17,2022-11-06,2022-11-30,1992.59,2177.23,Delayed,24.0
SHIP03608,ORD02126,DHL,Air,China,Germany,2023-04-03,2023-04-07,2023-04-07,10089.58,1403.22,Delivered,0.0
SHIP03609,ORD01015,Maersk,Air,Malaysia,USA,2023-06-11,2023-06-18,,4797.99,720.29,Lost,
SHIP03610,ORD04562,DHL,Sea,Vietnam,UAE,2024-01-29,2024-03-14,2024-03-14,1975.16,2313.52,Delivered,0.0
SHIP03611,ORD04337,Maersk,Sea,China,Australia,2024-03-28,2024-04-16,2024-04-16,2172.54,2524.32,Delivered,0.0
SHIP03612,ORD00283,DB Schenker,Air,Vietnam,Singapore,2022-12-21,2022-12-27,2022-12-27,10030.92,1503.39,Delivered,0.0
SHIP03613,ORD04812,DB Schenker,Sea,China,Australia,2024-10-29,2024-12-06,2024-12-06,916.8,1045.44,Delivered,0.0
SHIP03614,ORD01720,Blue Dart,Rail,Vietnam,Singapore,2022-04-19,2022-05-05,2022-05-06,277.73,144.16,Delivered,1.0
SHIP03615,ORD02095,Maersk,Air,India,Thailand,2024-03-16,2024-03-22,2024-03-22,1279.36,193.64,Delivered,0.0
SHIP03616,ORD04785,Blue Dart,Sea,Vietnam,USA,2022-09-04,2022-10-15,2022-11-04,326.64,242.15,Delayed,20.0
SHIP03617,ORD01678,Blue Dart,Sea,India,Italy,2022-08-27,2022-09-21,2022-09-24,4127.87,4977.06,Delivered,3.0
SHIP03618,ORD01620,Maersk,Sea,India,France,2024-05-21,2024-07-04,2024-07-04,4689.77,5963.44,Delivered,0.0
SHIP03619,ORD04886,Nippon Express,Sea,Vietnam,Saudi Arabia,2024-03-21,2024-04-22,2024-05-05,6218.15,8330.66,Delivered,13.0
SHIP03620,ORD00699,FedEx,Sea,China,Japan,2022-06-09,2022-07-01,,230.86,111.04,Lost,
SHIP03621,ORD01840,DB Schenker,Air,Malaysia,UK,2023-06-22,2023-06-29,2023-06-29,14795.72,2308.72,Delivered,0.0
SHIP03622,ORD02406,Maersk,Air,India,USA,2024-02-19,2024-02-25,2024-02-29,2820.76,439.58,Delivered,4.0
SHIP03623,ORD01477,Blue Dart,Air,India,USA,2024-05-21,2024-05-28,2024-05-28,8103.89,1164.3,Delivered,0.0
SHIP03624,ORD03073,FedEx,Air,India,Australia,2023-04-07,2023-04-12,2023-04-15,10580.39,1747.6,Delayed,3.0
SHIP03625,ORD04295,Maersk,Air,India,Saudi Arabia,2024-01-11,2024-01-17,2024-01-19,9352.58,1578.87,Delivered,2.0
SHIP03626,ORD02053,FedEx,Sea,Malaysia,Italy,2022-07-11,2022-07-29,2022-07-29,263.53,155.6,Delivered,0.0
SHIP03627,ORD00596,FedEx,Sea,Malaysia,UK,2023-07-05,2023-08-08,2023-08-12,1767.85,2092.59,Delivered,4.0
SHIP03628,ORD01906,DB Schenker,Sea,Malaysia,Singapore,2023-06-19,2023-07-10,2023-07-10,2416.99,2774.69,Delivered,0.0
SHIP03629,ORD00169,Nippon Express,Sea,Malaysia,France,2022-01-22,2022-03-03,,177.3,34.12,In Transit,
SHIP03630,ORD00944,DHL,Sea,Vietnam,USA,2023-12-22,2024-01-31,2024-01-31,1305.93,1424.96,Delivered,0.0
SHIP03631,ORD02507,Maersk,Air,India,India,2022-03-12,2022-03-16,2022-03-16,2838.99,416.96,Delivered,0.0
SHIP03632,ORD03405,FedEx,Sea,China,Australia,2022-12-05,2022-12-31,2022-12-31,185.78,46.5,Delivered,0.0
SHIP03633,ORD04017,Nippon Express,Sea,Malaysia,Canada,2022-10-05,2022-11-17,2022-12-01,727.49,667.3,Delayed,14.0
SHIP03634,ORD01410,FedEx,Air,Malaysia,France,2023-12-30,2024-01-02,2024-01-02,56487.9,9626.7,Delivered,0.0
SHIP03635,ORD01343,Maersk,Sea,India,South Korea,2023-11-06,2023-12-13,2023-12-26,1262.12,1485.46,Delayed,13.0
SHIP03636,ORD00723,DHL,Sea,Malaysia,UK,2024-06-14,2024-07-19,,218.05,82.65,In Transit,
SHIP03637,ORD01953,DB Schenker,Sea,China,UAE,2024-04-09,2024-05-07,2024-05-12,2026.29,2142.67,Delivered,5.0
SHIP03638,ORD03813,DHL,Rail,Malaysia,Singapore,2024-04-30,2024-05-14,2024-05-28,292.19,152.03,Delayed,14.0
SHIP03639,ORD04471,DB Schenker,Sea,China,Indonesia,2024-03-20,2024-04-14,,1911.74,2114.57,In Transit,
SHIP03640,ORD01305,FedEx,Air,Malaysia,Saudi Arabia,2024-09-10,2024-09-15,2024-09-15,5741.35,920.82,Delivered,0.0
SHIP03641,ORD02928,Nippon Express,Air,India,Bangladesh,2024-05-11,2024-05-15,,6621.77,1073.75,In Transit,
SHIP03642,ORD04712,DB Schenker,Air,India,Thailand,2023-07-03,2023-07-06,2023-07-06,9838.87,1565.54,Delivered,0.0
SHIP03643,ORD04605,FedEx,Sea,Malaysia,India,2024-11-18,2024-12-10,,201.79,69.31,In Transit,
SHIP03644,ORD02597,Blue Dart,Rail,China,Thailand,2022-12-26,2023-01-11,2023-01-11,805.71,481.46,Delivered,0.0
SHIP03645,ORD00237,Maersk,Sea,China,Saudi Arabia,2023-01-04,2023-02-08,2023-02-08,380.19,264.09,Delivered,0.0
SHIP03646,ORD00681,Maersk,Air,China,Singapore,2024-06-29,2024-07-03,,125617.17,17810.37,In Transit,
SHIP03647,ORD00367,Nippon Express,Rail,China,Bangladesh,2024-03-22,2024-03-31,,2502.73,1604.0,In Transit,
SHIP03648,ORD02797,Nippon Express,Air,Vietnam,Mexico,2023-07-12,2023-07-17,2023-07-17,9768.13,1425.19,Delivered,0.0
SHIP03649,ORD02647,Maersk,Sea,Vietnam,Germany,2024-01-25,2024-02-10,2024-02-24,2974.84,3758.02,Delivered,14.0
SHIP03650,ORD01027,Maersk,Air,India,France,2024-01-09,2024-01-16,2024-01-16,2101.7,310.61,Delivered,0.0
SHIP03651,ORD02834,DB Schenker,Air,India,Netherlands,2023-05-01,2023-05-07,2023-05-07,7570.12,1094.9,Delivered,0.0
SHIP03652,ORD02361,Nippon Express,Sea,India,Australia,2022-01-15,2022-02-19,2022-03-01,211.78,80.07,Delayed,10.0
SHIP03653,ORD02996,Maersk,Sea,Vietnam,South Korea,2023-05-24,2023-07-03,2023-07-15,234.42,112.04,Delivered,12.0
SHIP03654,ORD03632,Blue Dart,Air,India,Netherlands,2024-07-22,2024-07-29,,80.86,3.35,In Transit,
SHIP03655,ORD02068,DB Schenker,Sea,Vietnam,Saudi Arabia,2022-07-23,2022-08-17,2022-08-17,262.05,146.62,Delivered,0.0
SHIP03656,ORD00984,FedEx,Sea,Vietnam,Netherlands,2022-12-27,2023-01-27,2023-01-27,158.95,11.73,Delivered,0.0
SHIP03657,ORD02257,Nippon Express,Air,China,Japan,2023-09-02,2023-09-07,,191.37,22.14,In Transit,
SHIP03658,ORD04205,Nippon Express,Sea,India,UAE,2023-03-18,2023-04-28,2023-05-07,220.41,88.04,Delayed,9.0
SHIP03659,ORD02956,Maersk,Air,Malaysia,Mexico,2023-11-04,2023-11-10,2023-11-10,1971.23,315.48,Delivered,0.0
SHIP03660,ORD04223,Maersk,Air,India,Netherlands,2024-08-13,2024-08-17,,6736.93,951.32,In Transit,
SHIP03661,ORD01990,Maersk,Sea,India,Japan,2024-01-15,2024-02-10,,812.5,781.07,In Transit,
SHIP03662,ORD02118,Blue Dart,Sea,China,Thailand,2023-04-28,2023-06-09,2023-06-18,8930.2,10142.68,Delivered,9.0
SHIP03663,ORD02094,Maersk,Sea,India,Indonesia,2022-06-24,2022-08-08,2022-08-08,355.72,239.32,Delivered,0.0
SHIP03664,ORD04921,DHL,Sea,Vietnam,Germany,2023-07-18,2023-08-09,2023-08-19,205.64,71.6,Delayed,10.0
SHIP03665,ORD02243,Maersk,Air,China,South Korea,2022-02-07,2022-02-11,2022-02-27,1180.4,163.44,Delayed,16.0
SHIP03666,ORD04220,FedEx,Rail,China,Thailand,2024-07-14,2024-08-02,2024-08-23,1044.72,643.36,Delayed,21.0
SHIP03667,ORD03751,Maersk,Sea,Malaysia,South Korea,2024-08-14,2024-09-11,2024-09-26,5465.44,6985.74,Delayed,15.0
SHIP03668,ORD00580,Maersk,Road,Vietnam,India,2023-05-10,2023-05-13,2023-05-13,1165.93,526.4,Delivered,0.0
SHIP03669,ORD01965,FedEx,Sea,Vietnam,Bangladesh,2022-09-16,2022-10-28,2022-10-29,1211.8,1308.45,Delivered,1.0
SHIP03670,ORD02166,Blue Dart,Air,India,Thailand,2024-12-26,2025-01-01,2025-01-01,62.43,0.35,Delivered,0.0
SHIP03671,ORD00320,DB Schenker,Sea,India,USA,2022-07-21,2022-09-02,2022-09-02,915.05,1059.7,Delivered,0.0
SHIP03672,ORD01846,FedEx,Air,India,Italy,2022-11-24,2022-11-28,,75.74,2.45,In Transit,
SHIP03673,ORD04830,Nippon Express,Sea,China,Germany,2022-06-04,2022-07-07,2022-07-20,161.25,15.6,Delivered,13.0
SHIP03674,ORD01202,FedEx,Sea,Vietnam,UK,2024-08-01,2024-09-05,2024-09-05,5458.49,6930.16,Delivered,0.0
SHIP03675,ORD02183,Nippon Express,Air,China,UAE,2024-10-07,2024-10-12,2024-10-12,3255.38,500.61,Delivered,0.0
SHIP03676,ORD03543,DHL,Road,Vietnam,Thailand,2022-12-29,2023-01-01,,1099.94,485.11,Lost,
SHIP03677,ORD01472,FedEx,Sea,China,Germany,2024-11-04,2024-12-10,2024-12-10,255.61,125.95,Delivered,0.0
SHIP03678,ORD02570,DB Schenker,Sea,India,Italy,2023-02-28,2023-03-22,2023-03-22,391.69,288.71,Delivered,0.0
SHIP03679,ORD01102,DHL,Sea,India,India,2022-01-31,2022-02-18,2022-02-18,1146.46,1294.24,Delivered,0.0
SHIP03680,ORD02757,Maersk,Sea,Malaysia,Australia,2024-06-08,2024-07-09,2024-07-09,280.59,167.7,Delivered,0.0
SHIP03681,ORD03262,DB Schenker,Sea,India,Indonesia,2023-03-29,2023-04-23,2023-04-27,2173.42,2657.19,Delayed,4.0
SHIP03682,ORD02963,FedEx,Sea,China,Japan,2022-10-05,2022-10-30,2022-10-30,429.78,357.48,Delivered,0.0
SHIP03683,ORD00033,FedEx,Sea,India,UK,2023-08-09,2023-09-19,2023-09-24,557.24,525.97,Delivered,5.0
SHIP03684,ORD01141,DB Schenker,Sea,China,Indonesia,2023-08-01,2023-09-12,2023-09-18,1764.38,1953.61,Delivered,6.0
SHIP03685,ORD03975,Maersk,Road,Vietnam,Singapore,2022-10-10,2022-10-14,2022-10-14,422.87,187.93,Delivered,0.0
SHIP03686,ORD01566,Maersk,Sea,Vietnam,USA,2022-10-24,2022-12-03,2022-12-03,3034.48,3980.79,Delivered,0.0
SHIP03687,ORD04644,DHL,Road,China,India,2024-01-08,2024-01-17,2024-01-28,1616.11,792.54,Delivered,11.0
SHIP03688,ORD02918,DB Schenker,Sea,Vietnam,Mexico,2023-11-17,2023-12-15,2023-12-17,1291.67,1305.6,Delivered,2.0
SHIP03689,ORD04470,Nippon Express,Sea,India,UK,2023-12-18,2024-01-09,2024-01-09,527.15,496.65,Delivered,0.0
SHIP03690,ORD04811,DB Schenker,Air,Malaysia,Italy,2024-01-29,2024-02-04,2024-02-04,6961.95,1014.72,Delivered,0.0
SHIP03691,ORD02667,Maersk,Air,India,Mexico,2023-02-07,2023-02-11,2023-02-23,2895.31,417.85,Delivered,12.0
SHIP03692,ORD04708,Blue Dart,Air,Vietnam,USA,2022-02-19,2022-02-23,2022-02-23,971.25,131.36,Delivered,0.0
SHIP03693,ORD00593,Maersk,Rail,Malaysia,India,2024-09-05,2024-09-17,2024-09-17,998.04,626.05,Delivered,0.0
SHIP03694,ORD02211,DHL,Sea,Vietnam,France,2022-04-15,2022-05-27,,3904.18,4557.77,In Transit,
SHIP03695,ORD02111,DB Schenker,Air,Vietnam,Canada,2024-05-28,2024-06-01,2024-06-14,12507.31,1968.98,Delivered,13.0
SHIP03696,ORD00176,FedEx,Sea,Vietnam,India,2023-01-20,2023-02-09,2023-02-14,212.22,82.14,Delivered,5.0
SHIP03697,ORD03821,Nippon Express,Air,Malaysia,Bangladesh,2022-10-17,2022-10-21,2022-10-31,1029.56,135.94,Delivered,10.0
SHIP03698,ORD04418,DB Schenker,Air,China,Saudi Arabia,2024-12-09,2024-12-16,,204.84,20.62,In Transit,
SHIP03699,ORD03931,Blue Dart,Sea,Malaysia,South Korea,2023-04-19,2023-05-10,2023-05-10,160.55,13.28,Delivered,0.0
SHIP03700,ORD02747,Nippon Express,Sea,India,Mexico,2024-04-01,2024-04-29,2024-04-29,898.26,915.56,Delivered,0.0
SHIP03701,ORD01985,DB Schenker,Sea,Malaysia,South Korea,2022-09-16,2022-10-01,2022-10-09,2726.73,2944.46,Delivered,8.0
SHIP03702,ORD00834,Maersk,Air,China,Singapore,2023-01-28,2023-01-31,,100.79,6.48,In Transit,
SHIP03703,ORD01141,Blue Dart,Sea,China,Indonesia,2023-08-01,2023-09-01,2023-09-01,1819.37,1953.61,Delivered,0.0
SHIP03704,ORD01905,Nippon Express,Sea,China,Japan,2024-06-27,2024-07-16,,466.93,404.55,In Transit,
SHIP03705,ORD00335,DB Schenker,Rail,China,India,2023-04-15,2023-04-22,2023-04-22,471.53,242.9,Delivered,0.0
SHIP03706,ORD04470,FedEx,Sea,India,UK,2023-12-18,2024-01-20,2024-01-20,546.26,496.65,Delivered,0.0
SHIP03707,ORD04524,Blue Dart,Sea,China,Thailand,2024-09-06,2024-09-21,2024-09-28,3191.74,3777.48,Delayed,7.0
SHIP03708,ORD04216,Maersk,Air,Vietnam,Germany,2023-02-21,2023-02-27,2023-02-27,1900.84,269.4,Delivered,0.0
SHIP03709,ORD03648,FedEx,Air,Vietnam,Netherlands,2023-05-02,2023-05-05,2023-05-13,23486.51,3348.68,Delivered,8.0
SHIP03710,ORD00987,DHL,Sea,China,Japan,2022-03-27,2022-04-18,2022-05-11,3340.57,4184.77,Delayed,23.0
SHIP03711,ORD02344,DHL,Sea,China,USA,2024-01-21,2024-02-11,2024-02-16,187.58,44.72,Delivered,5.0
SHIP03712,ORD04667,DHL,Air,China,UAE,2024-06-29,2024-07-04,2024-07-04,2827.89,390.74,Delivered,0.0
SHIP03713,ORD03187,Maersk,Sea,India,Indonesia,2022-07-31,2022-09-08,2022-09-18,170.98,29.0,Delayed,10.0
SHIP03714,ORD01366,FedEx,Air,India,France,2024-05-24,2024-05-28,2024-05-28,5023.96,819.97,Delivered,0.0
SHIP03715,ORD04344,DB Schenker,Sea,China,India,2023-04-18,2023-05-05,2023-05-05,593.33,570.77,Delivered,0.0
SHIP03716,ORD03349,Maersk,Air,Vietnam,Singapore,2024-08-12,2024-08-18,2024-08-28,4395.58,630.88,Delayed,10.0
SHIP03717,ORD04187,DB Schenker,Sea,Vietnam,USA,2024-11-09,2024-12-11,2024-12-11,218.16,83.77,Delivered,0.0
SHIP03718,ORD00047,Maersk,Sea,Malaysia,Saudi Arabia,2023-01-30,2023-02-23,,166.31,18.8,Lost,
SHIP03719,ORD04420,Nippon Express,Sea,India,USA,2022-12-06,2023-01-10,2023-01-10,4516.27,5498.59,Delivered,0.0
